sample_id	cluster_id
PD48402b_lo0393	04
PD48402b_lo0325	04
PD48402b_lo0105	04
PD48402b_lo0205	04
PD48402b_lo0226	04
PD48402b_lo0048	04
PD48402b_lo0300	04
PD48402b_lo0304	04
PD48402b_lo0199	04
PD48402b_lo0075	04
PD48402b_lo0280	04
PD48402b_lo0132	04
PD48402b_lo0011	04
PD48402b_lo0051	04
PD48402b_lo0049	04
PD48402b_lo0065	04
PD48402b_lo0063	04
PD48402b_lo0222	04
PD48402b_lo0034	04
PD48402b_lo0071	04
PD48402b_lo0043	04
PD48402b_lo0223	04
PD48402b_lo0224	04
PD48402b_lo0194	04
PD48402b_lo0028	04
PD48402b_lo0311	04
PD48402b_lo0146	04
PD48402b_lo0240	04
PD48402b_lo0260	04
PD48402b_lo0088	04
PD48402b_lo0410	04
PD48402b_lo0189	04
PD48402b_lo0252	04
PD48402b_lo0255	04
PD48402b_lo0267	04
PD48402b_lo0405	04
PD48402b_lo0363	04
PD48402b_lo0012	04
PD48402b_lo0340	04
PD48402b_lo0148	04
PD48402b_lo0323	04
PD48402b_lo0198	04
PD48402b_lo0121	04
PD48402b_lo0235	04
PD48402b_lo0091	04
PD48402b_lo0018	04
PD48402b_lo0373	04
PD48402b_lo0256	04
PD48402b_lo0153	04
PD48402b_lo0236	04
PD48402b_lo0426	04
PD48402b_lo0266	04
PD48402b_lo0004	04
PD48402b_lo0221	04
PD48402b_lo0228	04
PD48402b_lo0183	04
PD48402b_lo0277	04
PD48402b_lo0330	04
PD48402b_lo0024	04
PD48402b_lo0026	04
PD48402b_lo0294	04
